merchant_id,application_id
M01748,A012066
M01749,A026856
M01750,A040559
M01751,A031054
M01752,A039836
M01753,A000332
M01754,A031841
M01755,A012378
M01756,A037172
M01757,A017100
M01758,A021965
M01759,A019383
M01760,A044991
M01761,A013705
M01762,A024755
M01763,A045366
M01764,A034717
M01765,A016167
M01766,A026690
M01767,A036703
M01768,A011080
M01769,A040204
M01770,A046254
M01771,A043405
M01772,A014384
M01773,A007912
M01774,A039550
M01775,A041227
M01776,A039015
M01777,A022000
M01778,A012635
M01779,A049209
M01780,A024033
M01781,A045312
M01782,A034798
M01783,A032748
M01784,A018819
M01785,A045849
M01786,A008352
M01787,A048701
M01788,A033533
M01789,A002540
M01790,A028070
M01791,A025211
M01792,A003549
M01793,A046182
M01794,A042389
M01795,A003176
M01796,A040206
M01797,A046744
M01798,A029912
M01799,A005312
M01800,A013101
M01801,A005791
M01802,A021053
M01803,A002490
M01804,A029756
M01805,A018876
M01806,A009178
M01807,A008968
M01808,A044013
M01809,A012638
M01810,A036122
M01811,A027759
M01812,A025594
M01813,A022647
M01814,A031188
M01815,A017735
M01816,A006886
M01817,A045036
M01818,A000805
M01819,A003041
M01820,A021603
M01821,A002875
M01822,A038739
M01823,A019542
M01824,A023203
M01825,A011642
M01826,A015619
M01827,A044665
M01828,A035503
M01829,A046129
M01830,A034435
M01831,A033221
M01832,A041135
M01833,A042314
M01834,A021622
M01835,A016419
M01836,A015301
M01837,A048184
M01838,A018885
M01839,A012116
M01840,A012698
M01841,A043896
M01842,A006302
M01843,A019952
M01844,A008937
M01845,A023950
M01846,A034524
M01847,A022602
M01848,A020819
M01849,A002692
M01850,A024233
M01851,A008756
M01852,A015512
M01853,A001710
M01854,A047610
M01855,A041423
M01856,A020732
M01857,A033570
M01858,A012348
M01859,A034393
M01860,A023681
M01861,A026510
M01862,A023802
M01863,A045048
M01864,A007052
M01865,A046693
M01866,A015923
M01867,A028847
M01868,A049581
M01869,A021148
M01870,A029611
M01871,A013260
M01872,A002517
M01873,A015167
M01874,A041044
M01875,A006148
M01876,A014522
M01877,A049480
M01878,A014976
M01879,A001272
M01880,A034550
M01881,A045442
M01882,A046820
M01883,A026638
M01884,A046895
M01885,A005448
M01886,A006483
M01887,A022208
M01888,A035694
M01889,A028439
M01890,A000701
M01891,A007118
M01892,A045669
M01893,A003738
M01894,A023590
M01895,A034647
M01896,A042077
M01897,A024857
M01898,A035495
M01899,A037071
M01900,A025914
M01901,A043758
M01902,A006359
M01903,A027815
M01904,A001161
M01905,A048989
M01906,A000640
M01907,A004329
M01908,A005540
M01909,A044694
M01910,A014563
M01911,A017811
M01912,A042699
M01913,A021698
M01914,A020153
M01915,A005372
M01916,A047931
M01917,A005143
M01918,A033035
M01919,A018193
M01920,A032978
M01921,A030122
M01922,A015977
M01923,A034518
M01924,A017903
M01925,A004352
M01926,A047233
M01927,A003022
M01928,A009525
M01929,A016913
M01930,A016818
M01931,A026575
M01932,A021752
M01933,A044688
M01934,A005849
M01935,A032804
M01936,A026914
M01937,A013889
M01938,A010078
M01939,A014821
M01940,A043678
M01941,A003659
M01942,A046874
M01943,A040570
M01944,A016229
M01945,A017738
M01946,A036064
M01947,A007352
M01948,A020332
M01949,A030520
M01950,A023338
M01951,A024969
M01952,A028347
M01953,A043713
M01954,A002922
M01955,A017724
M01956,A016873
M01957,A001097
M01958,A027359
M01959,A046688
M01960,A001362
M01961,A035580
M01962,A040049
M01963,A015099
M01964,A033367
M01965,A016668
M01966,A024755
M01967,A021010
M01968,A030038
M01969,A040879
M01970,A032717
M01971,A024652
M01972,A034931
M01973,A013753
M01974,A013995
M01975,A029348
M01976,A014027
M01977,A028714
M01978,A038163
M01979,A031861
M01980,A034468
M01981,A004223
M01982,A027263
M01983,A005662
M01984,A043163
M01985,A002591
M01986,A024482
M01987,A047358
M01988,A022070
M01989,A031073
M01990,A023934
M01991,A013345
M01992,A011402
M01993,A025904
M01994,A022457
M01995,A008060
M01996,A010178
M01997,A036016
M01998,A007163
M01999,A020761
M02000,A031191
M02001,A014611
M02002,A008450
M02003,A022257
M02004,A009756
M02005,A007898
M02006,A037395
M02007,A003261
M02008,A001765
M02009,A047837
M02010,A013886
M02011,A026761
M02012,A024842
M02013,A004975
M02014,A022559
M02015,A012388
M02016,A042703
M02017,A000196
M02018,A039590
M02019,A015463
M02020,A012675
M02021,A028432
M02022,A039474
M02023,A042399
M02024,A019167
M02025,A035851
M02026,A013901
M02027,A033740
M02028,A015598
M02029,A029867
M02030,A008106
M02031,A024748
M02032,A008298
M02033,A018134
M02034,A030866
M02035,A015782
M02036,A042118
M02037,A016285
M02038,A025577
M02039,A049405
M02040,A038655
M02041,A047468
M02042,A032006
M02043,A049878
M02044,A048685
M02045,A045362
M02046,A005048
M02047,A018052
M02048,A008707
M02049,A028496
M02050,A037255
M02051,A024702
M02052,A033815
M02053,A041484
M02054,A035564
M02055,A009381
M02056,A043381
M02057,A010547
M02058,A044457
M02059,A006226
M02060,A023404
M02061,A025174
M02062,A037228
M02063,A011628
M02064,A042775
M02065,A049854
M02066,A020546
M02067,A010388
M02068,A049759
M02069,A016812
M02070,A023477
M02071,A030865
M02072,A045944
M02073,A016141
M02074,A029702
M02075,A028690
M02076,A007128
M02077,A020889
M02078,A032934
M02079,A033410
M02080,A007916
M02081,A047461
M02082,A026826
M02083,A025834
M02084,A028773
M02085,A014178
M02086,A005699
M02087,A019139
M02088,A031790
M02089,A030755
M02090,A040845
M02091,A007821
M02092,A006618
M02093,A049140
M02094,A019468
M02095,A031689
M02096,A013236
M02097,A049228
M02098,A024588
M02099,A021760
M02100,A023532
M02101,A005393
M02102,A016237
M02103,A019300
M02104,A046591
M02105,A024868
M02106,A029567
M02107,A045806
M02108,A047710
M02109,A038926
M02110,A039030
M02111,A041747
M02112,A024900
M02113,A019005
M02114,A009631
M02115,A037305
M02116,A048045
M02117,A015094
M02118,A036298
M02119,A000591
M02120,A036617
M02121,A024578
M02122,A040612
M02123,A037103
M02124,A032127
M02125,A012117
M02126,A009252
M02127,A015997
M02128,A024965
M02129,A038185
M02130,A020784
M02131,A048216
M02132,A018759
M02133,A000727
M02134,A020322
M02135,A015203
M02136,A004178
M02137,A032004
M02138,A030293
M02139,A003755
M02140,A013702
M02141,A027543
M02142,A022888
M02143,A039062
M02144,A037976
M02145,A028612
M02146,A043396
M02147,A023878
M02148,A049891
M02149,A029618
M02150,A022633
M02151,A021846
M02152,A020243
M02153,A020602
M02154,A043785
M02155,A040599
M02156,A004009
M02157,A038441
M02158,A023512
M02159,A005561
M02160,A042006
M02161,A011830
M02162,A009199
M02163,A016749
M02164,A047134
M02165,A004080
M02166,A042605
M02167,A005024
M02168,A032598
M02169,A018436
M02170,A021365
M02171,A022080
M02172,A036139
M02173,A037929
M02174,A045922
M02175,A020557
M02176,A036392
M02177,A001484
M02178,A013340
M02179,A010876
M02180,A031896
M02181,A041200
M02182,A018615
M02183,A008799
M02184,A035746
M02185,A049016
M02186,A045134
M02187,A029177
M02188,A005865
M02189,A042789
M02190,A036586
M02191,A036025
M02192,A028910
M02193,A009191
M02194,A008436
M02195,A022674
M02196,A024463
M02197,A048994
M02198,A015267
M02199,A025371
M02200,A047816
M02201,A043936
M02202,A017644
M02203,A008877
M02204,A021632
M02205,A030144
M02206,A035514
M02207,A001971
M02208,A035760
M02209,A044771
M02210,A012036
M02211,A020523
M02212,A000977
M02213,A042252
M02214,A035596
M02215,A027516
M02216,A002860
M02217,A006528
M02218,A010428
M02219,A028595
M02220,A009833
M02221,A042781
M02222,A025462
M02223,A041534
M02224,A003884
M02225,A035177
M02226,A027537
M02227,A001196
M02228,A020914
M02229,A048725
M02230,A031221
M02231,A024733
M02232,A029124
M02233,A006476
M02234,A002356
M02235,A034024
M02236,A006705
M02237,A003596
M02238,A028349
M02239,A037333
M02240,A010580
M02241,A033122
M02242,A041591
M02243,A040263
M02244,A004629
M02245,A000792
M02246,A019626
M02247,A020384
M02248,A010251
M02249,A026228
M02250,A011659
M02251,A000770
M02252,A013875
M02253,A045625
M02254,A031277
M02255,A018894
M02256,A042330
M02257,A039620
M02258,A038018
M02259,A024524
M02260,A046172
M02261,A012974
M02262,A015644
M02263,A024739
M02264,A028290
M02265,A047539
M02266,A046152
M02267,A007876
M02268,A006016
M02269,A039009
M02270,A027242
M02271,A006128
M02272,A027499
M02273,A005966
M02274,A047240
M02275,A047653
M02276,A033545
M02277,A028442
M02278,A033628
M02279,A024321
M02280,A003480
M02281,A029951
M02282,A034607
M02283,A002897
M02284,A007859
M02285,A046495
M02286,A009347
M02287,A008321
M02288,A048526
M02289,A043262
M02290,A031740
M02291,A034348
M02292,A017029
M02293,A010077
M02294,A020493
M02295,A048462
M02296,A018449
M02297,A032413
M02298,A029810
M02299,A012120
M02300,A004066
M02301,A002585
M02302,A010550
M02303,A003948
M02304,A002334
M02305,A015052
M02306,A022776
M02307,A009516
M02308,A019230
M02309,A041343
M02310,A028200
M02311,A045309
M02312,A004871
M02313,A040645
M02314,A043826
M02315,A001423
M02316,A007705
M02317,A012445
M02318,A039510
M02319,A028562
M02320,A038273
M02321,A043417
M02322,A007624
M02323,A042983
M02324,A037778
M02325,A036790
M02326,A035835
M02327,A016801
M02328,A030599
M02329,A000963
M02330,A038402
M02331,A049159
M02332,A032894
M02333,A038859
M02334,A020588
M02335,A001791
M02336,A010819
M02337,A025374
M02338,A031995
M02339,A004635
M02340,A013805
M02341,A025081
M02342,A011112
M02343,A019628
M02344,A001202
M02345,A011345
M02346,A007982
M02347,A044559
M02348,A017588
M02349,A021496
M02350,A016473
M02351,A010605
M02352,A004464
M02353,A010251
M02354,A042780
M02355,A048903
M02356,A012330
M02357,A011886
M02358,A022519
M02359,A000820
M02360,A007763
M02361,A042184
M02362,A011542
M02363,A026329
M02364,A039460
M02365,A003273
M02366,A045987
M02367,A045450
M02368,A030881
M02369,A035119
M02370,A014930
M02371,A049176
M02372,A001047
M02373,A044995
M02374,A040385
M02375,A044756
M02376,A036421
M02377,A007153
M02378,A024949
M02379,A038278
M02380,A005463
M02381,A032003
M02382,A033414
M02383,A013153
M02384,A002669
M02385,A041614
M02386,A031048
M02387,A007507
M02388,A017290
M02389,A000268
M02390,A001577
M02391,A024054
M02392,A049991
M02393,A005719
M02394,A031861
M02395,A030228
M02396,A044083
M02397,A031684
M02398,A045426
M02399,A044750
M02400,A031915
M02401,A004946
M02402,A038748
M02403,A017520
M02404,A043865
M02405,A036351
M02406,A012983
M02407,A018132
M02408,A005816
M02409,A019414
M02410,A007735
M02411,A041710
M02412,A009804
M02413,A029532
M02414,A045952
M02415,A032771
M02416,A001301
M02417,A030427
M02418,A033213
M02419,A021431
M02420,A040373
M02421,A039418
M02422,A002951
M02423,A020146
M02424,A008037
M02425,A033327
M02426,A020891
M02427,A017689
M02428,A014096
M02429,A008971
M02430,A022866
M02431,A001422
M02432,A047265
M02433,A013868
M02434,A018359
M02435,A028246
M02436,A015977
M02437,A012823
M02438,A004103
M02439,A048267
M02440,A048088
M02441,A008262
M02442,A010305
M02443,A015400
M02444,A020750
M02445,A003320
M02446,A043027
M02447,A028787
M02448,A007043
M02449,A008182
M02450,A046602
M02451,A020252
M02452,A026479
M02453,A036262
M02454,A001840
M02455,A024626
M02456,A003549
M02457,A004776
M02458,A018981
M02459,A033121
M02460,A025697
M02461,A039696
M02462,A009134
M02463,A038658
M02464,A036720
M02465,A007676
M02466,A001784
M02467,A006944
M02468,A027757
M02469,A042036
M02470,A043133
M02471,A047594
M02472,A022809
M02473,A015283
M02474,A019146
M02475,A024868
M02476,A025732
M02477,A009005
M02478,A029423
M02479,A028566
M02480,A024693
M02481,A015348
M02482,A013233
M02483,A034940
M02484,A017766
M02485,A014627
M02486,A012302
M02487,A019110
M02488,A021488
M02489,A023542
M02490,A015494
M02491,A037553
M02492,A026850
M02493,A045507
M02494,A022707
M02495,A031966
M02496,A005964
M02497,A049379
M02498,A029616
M02499,A009052
M02500,A039174
M02501,A035490
M02502,A011671
M02503,A030037
M02504,A026040
M02505,A021275
M02506,A047786
M02507,A041215
M02508,A000015
M02509,A001938
M02510,A005107
M02511,A023302
M02512,A036509
M02513,A021633
M02514,A019590
M02515,A019487
M02516,A002117
M02517,A047591
M02518,A021732
M02519,A029750
M02520,A039111
M02521,A002113
M02522,A036588
M02523,A000665
M02524,A008922
M02525,A040422
M02526,A030721
M02527,A007080
M02528,A015305
M02529,A032539
M02530,A036033
M02531,A048797
M02532,A011384
M02533,A041028
M02534,A019693
M02535,A019117
M02536,A039163
M02537,A000027
M02538,A041764
M02539,A042380
M02540,A023038
M02541,A026219
M02542,A014679
M02543,A037079
M02544,A034500
M02545,A047018
M02546,A011465
M02547,A037568
M02548,A004303
M02549,A016473
M02550,A039003
M02551,A025135
M02552,A007434
M02553,A004053
M02554,A007977
M02555,A023235
M02556,A046060
M02557,A007517
M02558,A043737
M02559,A027760
M02560,A005968
M02561,A024010
M02562,A017575
M02563,A034691
M02564,A028476
M02565,A038947
M02566,A049196
M02567,A037025
M02568,A043546
M02569,A003988
M02570,A019720
M02571,A003574
M02572,A006431
M02573,A038471
M02574,A049057
M02575,A014330
M02576,A003890
M02577,A038232
M02578,A005566
M02579,A032956
M02580,A016168
M02581,A029177
M02582,A010659
M02583,A028206
M02584,A015430
M02585,A045797
M02586,A030001
M02587,A041556
M02588,A015591
M02589,A007366
M02590,A010510
M02591,A026656
M02592,A038706
M02593,A032901
M02594,A026175
M02595,A009400
M02596,A016972
M02597,A006499
M02598,A038117
M02599,A028086
M02600,A012182
M02601,A011405
M02602,A042104
M02603,A047740
M02604,A034877
M02605,A038149
M02606,A044491
M02607,A015778
M02608,A022316
M02609,A042524
M02610,A043645
M02611,A034518
M02612,A026892
M02613,A024378
M02614,A047807
M02615,A033862
M02616,A021381
M02617,A015514
M02618,A045713
M02619,A048319
M02620,A038323
M02621,A018151
M02622,A039324
M02623,A008540
M02624,A001940
M02625,A039517
M02626,A043264
M02627,A031123
M02628,A034173
M02629,A012264
M02630,A029825
M02631,A048492
M02632,A022202
M02633,A001359
M02634,A012068
M02635,A036284
M02636,A046826
M02637,A017870
M02638,A049789
M02639,A029620
M02640,A006814
M02641,A031717
M02642,A020112
M02643,A013494
M02644,A036207
M02645,A018632
M02646,A042033
M02647,A040332
M02648,A039186
M02649,A013843
M02650,A018171
M02651,A011927
M02652,A045733
M02653,A028368
M02654,A023200
M02655,A008299
M02656,A029759
M02657,A043465
M02658,A010081
M02659,A001081
M02660,A032672
M02661,A016445
M02662,A021741
M02663,A027618
M02664,A039795
M02665,A004295
M02666,A033590
M02667,A004084
M02668,A012884
M02669,A014146
M02670,A007773
M02671,A038974
M02672,A018130
M02673,A038676
M02674,A048216
M02675,A024340
M02676,A046428
M02677,A029330
M02678,A048876
M02679,A021530
M02680,A007280
M02681,A035800
M02682,A039031
M02683,A008801
M02684,A007552
M02685,A049597
M02686,A011843
M02687,A034387
M02688,A030440
M02689,A031943
M02690,A008935
M02691,A002126
M02692,A025142
M02693,A017880
M02694,A037505
M02695,A020422
M02696,A013954
M02697,A016803
M02698,A004878
M02699,A045671
M02700,A015471
M02701,A045202
M02702,A003451
M02703,A000013
M02704,A002345
M02705,A031243
M02706,A005189
M02707,A015819
M02708,A047125
M02709,A031497
M02710,A049984
M02711,A042345
M02712,A002054
M02713,A040094
M02714,A037817
M02715,A010349
M02716,A023579
M02717,A008420
M02718,A013387
M02719,A022531
M02720,A024423
M02721,A033261
M02722,A025680
M02723,A048264
M02724,A026458
M02725,A015037
M02726,A027126
M02727,A031948
M02728,A024206
M02729,A004112
M02730,A047587
M02731,A036182
M02732,A026851
M02733,A003084
M02734,A049204
M02735,A000410
M02736,A018679
M02737,A029698
M02738,A045837
M02739,A039382
M02740,A003483
M02741,A012464
M02742,A044050
M02743,A042323
M02744,A030700
M02745,A040197
M02746,A010834
M02747,A038345
M02748,A049057
M02749,A005218
M02750,A012780
M02751,A024981
M02752,A016876
M02753,A022753
M02754,A048197
M02755,A027394
M02756,A007236
M02757,A013409
M02758,A006925
M02759,A049835
M02760,A023547
M02761,A032793
M02762,A007644
M02763,A013752
M02764,A011849
M02765,A041573
M02766,A034130
M02767,A036509
M02768,A006410
M02769,A004404
M02770,A020126
M02771,A003949
M02772,A025334
M02773,A028756
M02774,A024292
M02775,A012776
M02776,A025605
M02777,A016600
M02778,A014002
M02779,A023950
M02780,A000201
M02781,A014439
M02782,A019898
M02783,A045763
M02784,A015434
M02785,A016057
M02786,A049494
M02787,A039689
M02788,A033335
M02789,A032811
M02790,A048589
M02791,A031810
M02792,A029684
M02793,A009615
M02794,A019845
M02795,A010948
M02796,A024386
M02797,A043022
M02798,A026436
M02799,A004435
M02800,A046061
M02801,A003544
M02802,A031025
M02803,A029806
M02804,A012252
M02805,A023194
M02806,A016051
M02807,A026714
M02808,A040574
M02809,A040228
M02810,A039435
M02811,A028302
