application_id,approval_id
A001554,AP036656
A001555,AP026429
A001556,AP046453
A001557,AP026133
A001558,AP034959
A001559,AP044807
A001560,AP025393
A001561,AP037012
A001562,AP046401
A001563,AP014281
A001564,AP011174
A001565,AP039703
A001566,AP032735
A001567,AP008823
A001568,AP021778
A001569,AP033493
A001570,AP016107
A001571,AP001926
A001572,AP032817
A001573,AP009651
A001574,AP006819
A001575,AP014801
A001576,AP023663
A001577,AP047201
A001578,AP023950
A001579,AP027778
A001580,AP005370
A001581,AP034698
A001582,AP020637
A001583,AP025493
A001584,AP013859
A001585,AP017976
A001586,AP029396
A001587,AP045412
A001588,AP024782
A001589,AP004847
A001590,AP011792
A001591,AP029755
A001592,AP021221
A001593,AP030313
A001594,AP004618
A001595,AP028318
A001596,AP041124
A001597,AP033872
A001598,AP039684
A001599,AP029063
A001600,AP043864
A001601,AP037069
A001602,AP034989
A001603,AP037593
A001604,AP032871
A001605,AP011006
A001606,AP042326
A001607,AP037242
A001608,AP048755
A001609,AP021757
A001610,AP024998
A001611,AP029590
A001612,AP002900
A001613,AP024536
A001614,AP012501
A001615,AP028971
A001616,AP042798
A001617,AP029382
A001618,AP048618
A001619,AP019294
A001620,AP023048
A001621,AP028189
A001622,AP018567
A001623,AP046003
A001624,AP044156
A001625,AP048974
A001626,AP012351
A001627,AP028982
A001628,AP028884
A001629,AP000949
A001630,AP010247
A001631,AP013772
A001632,AP022951
A001633,AP033856
A001634,AP043947
A001635,AP014535
A001636,AP006086
A001637,AP003990
A001638,AP042601
A001639,AP009560
A001640,AP045795
A001641,AP016973
A001642,AP014573
A001643,AP047600
A001644,AP005749
A001645,AP011615
A001646,AP015158
A001647,AP039205
A001648,AP028886
A001649,AP005942
A001650,AP010365
A001651,AP035257
A001652,AP037064
A001653,AP046717
A001654,AP007421
A001655,AP035244
A001656,AP023667
A001657,AP037876
A001658,AP041270
A001659,AP022934
A001660,AP015562
A001661,AP049353
A001662,AP022887
A001663,AP048206
A001664,AP001289
A001665,AP017594
A001666,AP004427
A001667,AP009677
A001668,AP015057
A001669,AP011216
A001670,AP047389
A001671,AP031900
A001672,AP016873
A001673,AP000449
A001674,AP042254
A001675,AP001143
A001676,AP008593
A001677,AP011731
A001678,AP027234
A001679,AP008330
A001680,AP009767
A001681,AP041430
A001682,AP042758
A001683,AP037197
A001684,AP027769
A001685,AP028613
A001686,AP008583
A001687,AP042890
A001688,AP038273
A001689,AP048200
A001690,AP024188
A001691,AP032366
A001692,AP047545
A001693,AP018536
A001694,AP041235
A001695,AP013152
A001696,AP044048
A001697,AP045465
A001698,AP022466
A001699,AP032223
A001700,AP007744
A001701,AP025920
A001702,AP020197
A001703,AP033373
A001704,AP017312
A001705,AP046650
A001706,AP046915
A001707,AP016582
A001708,AP027281
A001709,AP014892
A001710,AP034240
A001711,AP004621
A001712,AP031606
A001713,AP005119
A001714,AP009106
A001715,AP015870
A001716,AP041814
A001717,AP012570
A001718,AP012106
A001719,AP031861
A001720,AP013089
A001721,AP011301
A001722,AP016033
A001723,AP032307
A001724,AP014352
A001725,AP034651
A001726,AP046097
A001727,AP013360
A001728,AP006985
A001729,AP036058
A001730,AP042307
A001731,AP014920
A001732,AP036823
A001733,AP004732
A001734,AP018107
A001735,AP014179
A001736,AP015130
A001737,AP044863
A001738,AP007958
A001739,AP022450
A001740,AP027781
A001741,AP017107
A001742,AP022662
A001743,AP047254
A001744,AP027360
A001745,AP017208
A001746,AP024525
A001747,AP021481
A001748,AP037577
A001749,AP046584
A001750,AP005224
A001751,AP037387
A001752,AP043984
A001753,AP016882
A001754,AP012745
A001755,AP027504
A001756,AP005184
A001757,AP021420
A001758,AP002685
A001759,AP045923
A001760,AP045530
A001761,AP005043
A001762,AP035623
A001763,AP012512
A001764,AP010288
A001765,AP000427
A001766,AP004740
A001767,AP019707
A001768,AP005724
A001769,AP041644
A001770,AP010249
A001771,AP003390
A001772,AP016267
A001773,AP046100
A001774,AP019813
A001775,AP038442
A001776,AP044244
A001777,AP038761
A001778,AP013884
A001779,AP000245
A001780,AP007972
A001781,AP031748
A001782,AP028961
A001783,AP042551
A001784,AP023468
A001785,AP024288
A001786,AP049463
A001787,AP023471
A001788,AP024465
A001789,AP002567
A001790,AP012419
A001791,AP027874
A001792,AP032125
A001793,AP002937
A001794,AP020718
A001795,AP021006
A001796,AP037659
A001797,AP001032
A001798,AP034610
A001799,AP009675
A001800,AP003602
A001801,AP025173
A001802,AP014285
A001803,AP005105
A001804,AP024710
A001805,AP048027
A001806,AP040754
A001807,AP001218
A001808,AP031395
A001809,AP033821
A001810,AP014795
A001811,AP037683
A001812,AP015765
A001813,AP003373
A001814,AP033151
A001815,AP036388
A001816,AP028794
A001817,AP002969
A001818,AP042324
A001819,AP007559
A001820,AP013842
A001821,AP047490
A001822,AP041871
A001823,AP026016
A001824,AP000623
A001825,AP009971
A001826,AP013822
A001827,AP036651
A001828,AP039039
A001829,AP016089
A001830,AP048135
A001831,AP038155
A001832,AP025120
A001833,AP016685
A001834,AP032660
A001835,AP018120
A001836,AP006782
A001837,AP002242
A001838,AP013997
A001839,AP021456
A001840,AP024712
A001841,AP002825
A001842,AP038127
A001843,AP035962
A001844,AP016618
A001845,AP006172
A001846,AP017772
A001847,AP038631
A001848,AP015619
A001849,AP034796
A001850,AP044461
A001851,AP003076
A001852,AP010090
A001853,AP037564
A001854,AP024242
A001855,AP005593
A001856,AP013877
A001857,AP006562
A001858,AP042346
A001859,AP010278
A001860,AP047485
A001861,AP037625
A001862,AP048860
A001863,AP000739
A001864,AP029176
A001865,AP015515
A001866,AP022600
A001867,AP023946
A001868,AP033509
A001869,AP001225
A001870,AP006847
A001871,AP013769
A001872,AP039264
A001873,AP028774
A001874,AP005432
A001875,AP011582
A001876,AP010824
A001877,AP024851
A001878,AP034096
A001879,AP043100
A001880,AP024258
A001881,AP036089
A001882,AP034980
A001883,AP048021
A001884,AP046655
A001885,AP035080
A001886,AP013478
A001887,AP033929
A001888,AP033274
A001889,AP021913
A001890,AP022429
A001891,AP010016
A001892,AP019069
A001893,AP013998
A001894,AP020521
A001895,AP014794
A001896,AP028346
A001897,AP025203
A001898,AP020833
A001899,AP035944
A001900,AP035849
A001901,AP024433
A001902,AP025984
A001903,AP046052
A001904,AP034905
A001905,AP009448
A001906,AP038851
A001907,AP003481
A001908,AP027809
A001909,AP008894
A001910,AP046126
A001911,AP015890
A001912,AP047716
A001913,AP021456
A001914,AP047425
A001915,AP029228
A001916,AP015426
A001917,AP006434
A001918,AP007330
A001919,AP027133
A001920,AP044785
A001921,AP017168
A001922,AP012713
A001923,AP010174
A001924,AP004765
A001925,AP024173
A001926,AP037761
A001927,AP022818
A001928,AP043780
A001929,AP005081
A001930,AP034916
A001931,AP010360
A001932,AP015159
A001933,AP047282
A001934,AP022746
A001935,AP032904
A001936,AP049762
A001937,AP007804
A001938,AP007303
A001939,AP022933
A001940,AP007420
A001941,AP011160
A001942,AP040281
A001943,AP010069
A001944,AP032968
A001945,AP007208
A001946,AP028596
A001947,AP002102
A001948,AP013568
A001949,AP034835
A001950,AP026652
A001951,AP011026
A001952,AP029322
A001953,AP019692
A001954,AP028598
A001955,AP003893
A001956,AP005741
A001957,AP000517
A001958,AP026446
A001959,AP046187
A001960,AP002831
A001961,AP037000
A001962,AP007045
A001963,AP036568
A001964,AP011356
A001965,AP009037
A001966,AP006563
A001967,AP026114
A001968,AP009817
A001969,AP014976
A001970,AP028499
A001971,AP027982
A001972,AP033634
A001973,AP028541
A001974,AP036141
A001975,AP037270
A001976,AP046650
A001977,AP036710
A001978,AP003097
A001979,AP048854
A001980,AP011516
A001981,AP012759
A001982,AP023612
A001983,AP015628
A001984,AP013442
A001985,AP021239
A001986,AP043226
A001987,AP040536
A001988,AP000419
A001989,AP048114
A001990,AP023187
A001991,AP023327
A001992,AP021353
A001993,AP044131
A001994,AP017136
A001995,AP011865
A001996,AP048132
A001997,AP024306
A001998,AP001659
A001999,AP046455
A002000,AP014084
A002001,AP045082
A002002,AP042916
A002003,AP047604
A002004,AP026850
A002005,AP022382
A002006,AP011663
A002007,AP038009
A002008,AP009007
A002009,AP042102
A002010,AP009456
A002011,AP028997
A002012,AP004374
A002013,AP014277
A002014,AP011010
A002015,AP027775
A002016,AP035455
A002017,AP048740
A002018,AP000553
A002019,AP042713
A002020,AP023322
A002021,AP010155
A002022,AP000920
A002023,AP012819
A002024,AP039395
A002025,AP001958
A002026,AP009979
A002027,AP032101
A002028,AP033961
A002029,AP040109
A002030,AP012742
A002031,AP009332
A002032,AP027536
A002033,AP015922
A002034,AP014473
A002035,AP024251
A002036,AP031579
A002037,AP001370
A002038,AP038432
A002039,AP009541
A002040,AP032561
A002041,AP029287
A002042,AP041269
A002043,AP005323
A002044,AP012099
A002045,AP034979
A002046,AP027562
A002047,AP013845
A002048,AP035067
A002049,AP017081
A002050,AP031284
A002051,AP025974
A002052,AP009845
A002053,AP027415
A002054,AP003014
A002055,AP009963
A002056,AP044675
A002057,AP030682
A002058,AP001740
A002059,AP017050
A002060,AP034524
A002061,AP006880
A002062,AP036710
A002063,AP025062
A002064,AP010677
A002065,AP030522
A002066,AP021720
A002067,AP046346
A002068,AP034107
A002069,AP028743
A002070,AP024738
A002071,AP038520
A002072,AP030857
A002073,AP009210
A002074,AP018216
A002075,AP046129
A002076,AP039263
A002077,AP037190
A002078,AP004048
A002079,AP014299
A002080,AP021996
A002081,AP044558
A002082,AP028251
A002083,AP015420
A002084,AP039521
A002085,AP009680
A002086,AP027141
A002087,AP048859
A002088,AP015496
A002089,AP020985
A002090,AP006501
A002091,AP035501
A002092,AP006687
A002093,AP010168
A002094,AP017565
A002095,AP020025
A002096,AP013359
A002097,AP042908
A002098,AP043250
A002099,AP045758
A002100,AP046677
A002101,AP042279
A002102,AP037864
A002103,AP037537
A002104,AP010391
A002105,AP026223
A002106,AP041227
A002107,AP043420
A002108,AP012251
A002109,AP012495
A002110,AP033572
A002111,AP025255
A002112,AP000294
A002113,AP011238
A002114,AP001389
A002115,AP032896
A002116,AP010419
A002117,AP018146
A002118,AP042639
A002119,AP010650
A002120,AP031205
A002121,AP002804
A002122,AP039896
A002123,AP019191
A002124,AP034829
A002125,AP046861
A002126,AP024027
A002127,AP007803
A002128,AP026352
A002129,AP030304
A002130,AP046263
A002131,AP036948
A002132,AP049630
A002133,AP024105
A002134,AP040186
A002135,AP018144
A002136,AP017250
A002137,AP016590
A002138,AP029415
A002139,AP026030
A002140,AP032997
A002141,AP042639
A002142,AP002001
A002143,AP007969
A002144,AP030385
A002145,AP018343
A002146,AP039399
A002147,AP003317
A002148,AP028235
A002149,AP013022
A002150,AP049669
A002151,AP014972
A002152,AP034488
A002153,AP030702
A002154,AP009162
A002155,AP042813
A002156,AP031526
A002157,AP005104
A002158,AP026498
A002159,AP010648
A002160,AP030619
A002161,AP006321
A002162,AP043452
A002163,AP035427
A002164,AP022958
A002165,AP025974
A002166,AP033292
A002167,AP027229
A002168,AP026563
A002169,AP046064
A002170,AP002404
A002171,AP036865
A002172,AP037025
A002173,AP001778
A002174,AP041551
A002175,AP025791
A002176,AP007742
A002177,AP001723
A002178,AP012202
A002179,AP038220
A002180,AP029462
A002181,AP015207
A002182,AP048716
A002183,AP002834
A002184,AP030029
A002185,AP044176
A002186,AP049243
A002187,AP017976
A002188,AP024269
A002189,AP049440
A002190,AP020627
A002191,AP036660
A002192,AP021772
A002193,AP045824
A002194,AP023729
A002195,AP045643
A002196,AP025549
A002197,AP004639
A002198,AP048373
A002199,AP041356
A002200,AP039668
A002201,AP026497
A002202,AP007009
A002203,AP047989
A002204,AP042424
A002205,AP024247
A002206,AP039695
A002207,AP018267
A002208,AP019771
A002209,AP014536
A002210,AP023287
A002211,AP009985
A002212,AP000057
A002213,AP019781
A002214,AP029149
A002215,AP020355
A002216,AP042364
A002217,AP049428
A002218,AP020132
A002219,AP046938
A002220,AP022966
A002221,AP048341
A002222,AP003849
A002223,AP017708
A002224,AP040006
A002225,AP006296
A002226,AP013098
A002227,AP021903
A002228,AP018741
A002229,AP045787
A002230,AP018411
A002231,AP036624
A002232,AP020663
A002233,AP036869
A002234,AP019960
A002235,AP014800
A002236,AP012670
A002237,AP024244
A002238,AP021354
A002239,AP028632
A002240,AP015711
A002241,AP016240
A002242,AP024539
A002243,AP046644
A002244,AP034825
A002245,AP017433
A002246,AP008508
A002247,AP029610
A002248,AP012486
A002249,AP042399
A002250,AP023331
A002251,AP043031
A002252,AP035570
A002253,AP023277
A002254,AP031018
A002255,AP033101
A002256,AP000698
A002257,AP031577
A002258,AP006931
A002259,AP039159
A002260,AP043914
A002261,AP007244
A002262,AP044333
A002263,AP025465
A002264,AP031088
A002265,AP025651
A002266,AP027085
A002267,AP028387
A002268,AP008517
A002269,AP029556
A002270,AP013481
A002271,AP027666
A002272,AP030283
A002273,AP048448
A002274,AP025646
A002275,AP023933
A002276,AP015783
A002277,AP035205
A002278,AP032530
A002279,AP030884
A002280,AP030686
A002281,AP026635
A002282,AP041590
A002283,AP044752
A002284,AP010979
A002285,AP025216
A002286,AP012697
A002287,AP024446
A002288,AP036032
A002289,AP019787
A002290,AP026523
A002291,AP018637
A002292,AP041253
A002293,AP017841
A002294,AP039815
A002295,AP007566
A002296,AP022418
A002297,AP015821
A002298,AP036666
A002299,AP041082
A002300,AP030219
A002301,AP049869
A002302,AP031032
A002303,AP029931
A002304,AP049884
A002305,AP027574
A002306,AP000671
A002307,AP026537
A002308,AP024631
A002309,AP032109
A002310,AP002690
A002311,AP012596
A002312,AP028691
A002313,AP011036
A002314,AP030991
A002315,AP012879
A002316,AP020323
A002317,AP038663
A002318,AP004056
A002319,AP044100
A002320,AP001339
A002321,AP027021
A002322,AP005280
A002323,AP005259
A002324,AP032902
A002325,AP006127
A002326,AP023128
A002327,AP018154
A002328,AP042258
A002329,AP042100
A002330,AP033177
A002331,AP003301
A002332,AP038187
A002333,AP041432
A002334,AP024289
A002335,AP018709
A002336,AP038187
A002337,AP047511
A002338,AP000180
A002339,AP017473
A002340,AP011049
A002341,AP017334
A002342,AP027912
A002343,AP000125
A002344,AP044854
A002345,AP023000
A002346,AP039367
A002347,AP003737
A002348,AP049038
A002349,AP004225
A002350,AP043865
A002351,AP000735
A002352,AP049386
A002353,AP020907
A002354,AP041729
A002355,AP007873
A002356,AP031634
A002357,AP014556
A002358,AP039063
A002359,AP014825
A002360,AP024808
A002361,AP009709
A002362,AP007162
A002363,AP032953
A002364,AP033386
A002365,AP049643
A002366,AP026960
A002367,AP023049
A002368,AP021155
A002369,AP023047
A002370,AP047199
A002371,AP041357
A002372,AP000220
A002373,AP044443
A002374,AP003291
A002375,AP017055
A002376,AP018907
A002377,AP032771
A002378,AP012773
A002379,AP029721
A002380,AP001063
A002381,AP008715
A002382,AP007854
A002383,AP015770
A002384,AP013080
A002385,AP028676
A002386,AP044290
A002387,AP030845
A002388,AP018038
A002389,AP006365
A002390,AP032414
A002391,AP018625
A002392,AP042252
A002393,AP017140
A002394,AP032340
A002395,AP035043
A002396,AP020205
A002397,AP043463
A002398,AP028426
A002399,AP005688
A002400,AP038491
A002401,AP009874
A002402,AP042653
A002403,AP040990
A002404,AP041987
A002405,AP039262
A002406,AP009522
A002407,AP030968
A002408,AP034700
A002409,AP040832
A002410,AP027476
A002411,AP047821
A002412,AP010078
A002413,AP005015
A002414,AP015698
A002415,AP006652
A002416,AP029596
A002417,AP042230
A002418,AP004233
A002419,AP014951
A002420,AP006938
A002421,AP046270
A002422,AP031590
A002423,AP021490
A002424,AP013648
A002425,AP020761
A002426,AP031801
A002427,AP030496
A002428,AP017829
A002429,AP033862
A002430,AP034626
A002431,AP019809
A002432,AP007227
A002433,AP019315
A002434,AP037563
A002435,AP020181
A002436,AP038338
A002437,AP033300
A002438,AP004532
A002439,AP032463
A002440,AP041187
A002441,AP003840
A002442,AP025271
A002443,AP005765
A002444,AP020602
A002445,AP020636
A002446,AP047956
A002447,AP049475
A002448,AP022951
A002449,AP021609
A002450,AP025329
A002451,AP019357
A002452,AP018439
A002453,AP034517
A002454,AP022249
A002455,AP021732
A002456,AP026327
A002457,AP005133
A002458,AP013666
A002459,AP035158
A002460,AP041124
A002461,AP008265
A002462,AP026500
A002463,AP021888
A002464,AP018620
A002465,AP026962
A002466,AP045852
A002467,AP031752
A002468,AP005043
A002469,AP040219
A002470,AP007818
A002471,AP018588
A002472,AP031287
A002473,AP019275
A002474,AP049988
A002475,AP002953
A002476,AP049448
A002477,AP032067
A002478,AP000212
A002479,AP010199
A002480,AP027529
A002481,AP025060
A002482,AP035925
A002483,AP017773
A002484,AP029866
A002485,AP005016
A002486,AP013533
A002487,AP049407
A002488,AP025838
A002489,AP020733
A002490,AP002163
A002491,AP022412
A002492,AP022016
A002493,AP047147
A002494,AP017621
A002495,AP002745
A002496,AP020518
A002497,AP035174
A002498,AP013972
A002499,AP044302
