application_id,status
A001616,Submitted
A001617,Submitted
A001618,Pending
A001619,Submitted
A001620,Submitted
A001621,Pending
A001622,Pending
A001623,Submitted
A001624,Under Review
A001625,Pending
A001626,Under Review
A001627,Pending
A001628,Submitted
A001629,Submitted
A001630,Under Review
A001631,Submitted
A001632,Under Review
A001633,Pending
A001634,Pending
A001635,Pending
A001636,Submitted
A001637,Pending
A001638,Pending
A001639,Submitted
A001640,Pending
A001641,Submitted
A001642,Pending
A001643,Submitted
A001644,Pending
A001645,Pending
A001646,Submitted
A001647,Pending
A001648,Under Review
A001649,Pending
A001650,Submitted
A001651,Pending
A001652,Pending
A001653,Under Review
A001654,Pending
A001655,Submitted
A001656,Pending
A001657,Under Review
A001658,Pending
A001659,Pending
A001660,Submitted
A001661,Pending
A001662,Pending
A001663,Under Review
A001664,Submitted
A001665,Under Review
A001666,Pending
A001667,Submitted
A001668,Submitted
A001669,Submitted
A001670,Under Review
A001671,Submitted
A001672,Under Review
A001673,Under Review
A001674,Under Review
A001675,Under Review
A001676,Pending
A001677,Under Review
A001678,Submitted
A001679,Pending
A001680,Under Review
A001681,Under Review
A001682,Submitted
A001683,Under Review
A001684,Pending
A001685,Pending
A001686,Submitted
A001687,Under Review
A001688,Submitted
A001689,Pending
A001690,Pending
A001691,Under Review
A001692,Under Review
A001693,Under Review
A001694,Pending
A001695,Pending
A001696,Pending
A001697,Submitted
A001698,Under Review
A001699,Pending
A001700,Pending
A001701,Submitted
A001702,Submitted
A001703,Under Review
A001704,Pending
A001705,Under Review
A001706,Under Review
A001707,Under Review
A001708,Pending
A001709,Under Review
A001710,Pending
A001711,Submitted
A001712,Pending
A001713,Under Review
A001714,Pending
A001715,Submitted
A001716,Under Review
A001717,Pending
A001718,Submitted
A001719,Under Review
A001720,Submitted
A001721,Submitted
A001722,Submitted
A001723,Under Review
A001724,Submitted
A001725,Under Review
A001726,Under Review
A001727,Under Review
A001728,Pending
A001729,Under Review
A001730,Under Review
A001731,Pending
A001732,Submitted
A001733,Submitted
A001734,Submitted
A001735,Pending
A001736,Submitted
A001737,Pending
A001738,Pending
A001739,Pending
A001740,Submitted
A001741,Under Review
A001742,Pending
A001743,Submitted
A001744,Pending
A001745,Pending
A001746,Pending
A001747,Submitted
A001748,Submitted
A001749,Pending
A001750,Submitted
A001751,Submitted
A001752,Under Review
A001753,Submitted
A001754,Pending
A001755,Under Review
A001756,Under Review
A001757,Under Review
A001758,Pending
A001759,Under Review
A001760,Submitted
A001761,Submitted
A001762,Submitted
A001763,Submitted
A001764,Under Review
A001765,Submitted
A001766,Submitted
A001767,Under Review
A001768,Pending
A001769,Submitted
A001770,Pending
A001771,Submitted
A001772,Under Review
A001773,Pending
A001774,Pending
A001775,Submitted
A001776,Submitted
A001777,Submitted
A001778,Pending
A001779,Pending
A001780,Pending
A001781,Pending
A001782,Submitted
A001783,Under Review
A001784,Under Review
A001785,Under Review
A001786,Under Review
A001787,Under Review
A001788,Under Review
A001789,Under Review
A001790,Submitted
A001791,Under Review
A001792,Submitted
A001793,Under Review
A001794,Under Review
A001795,Pending
A001796,Submitted
A001797,Pending
A001798,Pending
A001799,Pending
A001800,Pending
A001801,Pending
A001802,Pending
A001803,Submitted
A001804,Under Review
A001805,Under Review
A001806,Pending
A001807,Under Review
A001808,Under Review
A001809,Pending
A001810,Pending
A001811,Pending
A001812,Submitted
A001813,Submitted
A001814,Submitted
A001815,Submitted
A001816,Under Review
A001817,Pending
A001818,Under Review
A001819,Submitted
A001820,Pending
A001821,Submitted
A001822,Submitted
A001823,Pending
A001824,Pending
A001825,Pending
A001826,Submitted
A001827,Under Review
A001828,Pending
A001829,Submitted
A001830,Under Review
A001831,Pending
A001832,Under Review
A001833,Pending
A001834,Under Review
A001835,Under Review
A001836,Pending
A001837,Pending
A001838,Submitted
A001839,Pending
A001840,Under Review
A001841,Pending
A001842,Under Review
A001843,Pending
A001844,Submitted
A001845,Submitted
A001846,Under Review
A001847,Submitted
A001848,Under Review
A001849,Pending
A001850,Pending
A001851,Pending
A001852,Submitted
A001853,Under Review
A001854,Pending
A001855,Submitted
A001856,Under Review
A001857,Submitted
A001858,Under Review
A001859,Submitted
A001860,Under Review
A001861,Under Review
A001862,Pending
A001863,Pending
A001864,Under Review
A001865,Under Review
A001866,Under Review
A001867,Under Review
A001868,Submitted
A001869,Submitted
A001870,Under Review
A001871,Submitted
A001872,Pending
A001873,Submitted
A001874,Under Review
A001875,Pending
A001876,Submitted
A001877,Pending
A001878,Under Review
A001879,Under Review
A001880,Under Review
A001881,Under Review
A001882,Pending
A001883,Submitted
A001884,Under Review
A001885,Under Review
A001886,Pending
A001887,Submitted
A001888,Pending
A001889,Submitted
A001890,Submitted
A001891,Pending
A001892,Pending
A001893,Submitted
A001894,Submitted
A001895,Pending
A001896,Submitted
A001897,Submitted
A001898,Pending
A001899,Submitted
A001900,Submitted
A001901,Pending
A001902,Under Review
A001903,Submitted
A001904,Submitted
A001905,Under Review
A001906,Under Review
A001907,Submitted
A001908,Under Review
A001909,Submitted
A001910,Under Review
A001911,Submitted
A001912,Submitted
A001913,Pending
A001914,Pending
A001915,Submitted
A001916,Pending
A001917,Pending
A001918,Under Review
A001919,Submitted
A001920,Pending
A001921,Under Review
A001922,Pending
A001923,Under Review
A001924,Submitted
A001925,Submitted
A001926,Pending
A001927,Under Review
A001928,Submitted
A001929,Under Review
A001930,Under Review
A001931,Submitted
A001932,Pending
A001933,Pending
A001934,Pending
A001935,Submitted
A001936,Submitted
A001937,Submitted
A001938,Under Review
A001939,Pending
A001940,Pending
A001941,Pending
A001942,Under Review
A001943,Pending
A001944,Submitted
A001945,Under Review
A001946,Submitted
A001947,Pending
A001948,Pending
A001949,Under Review
A001950,Pending
A001951,Submitted
A001952,Pending
A001953,Submitted
A001954,Pending
A001955,Submitted
A001956,Under Review
A001957,Under Review
A001958,Under Review
A001959,Pending
A001960,Pending
A001961,Under Review
A001962,Submitted
A001963,Pending
A001964,Pending
A001965,Under Review
A001966,Under Review
A001967,Submitted
A001968,Under Review
A001969,Pending
A001970,Pending
A001971,Under Review
A001972,Submitted
A001973,Submitted
A001974,Pending
A001975,Under Review
A001976,Pending
A001977,Under Review
A001978,Under Review
A001979,Submitted
A001980,Under Review
A001981,Submitted
A001982,Under Review
A001983,Submitted
A001984,Pending
A001985,Under Review
A001986,Pending
A001987,Under Review
A001988,Under Review
A001989,Submitted
A001990,Submitted
A001991,Pending
A001992,Submitted
A001993,Under Review
A001994,Pending
A001995,Submitted
A001996,Pending
A001997,Pending
A001998,Pending
A001999,Submitted
A002000,Submitted
A002001,Pending
A002002,Pending
A002003,Submitted
A002004,Pending
A002005,Under Review
A002006,Under Review
A002007,Pending
A002008,Under Review
A002009,Submitted
A002010,Under Review
A002011,Pending
A002012,Submitted
A002013,Submitted
A002014,Submitted
A002015,Submitted
A002016,Pending
A002017,Submitted
A002018,Submitted
A002019,Submitted
A002020,Submitted
A002021,Pending
A002022,Pending
A002023,Pending
A002024,Under Review
A002025,Pending
A002026,Under Review
A002027,Pending
A002028,Under Review
A002029,Submitted
A002030,Submitted
A002031,Submitted
A002032,Pending
A002033,Submitted
A002034,Submitted
A002035,Pending
A002036,Pending
A002037,Submitted
A002038,Pending
A002039,Pending
A002040,Under Review
A002041,Under Review
A002042,Submitted
A002043,Pending
A002044,Submitted
A002045,Pending
A002046,Submitted
A002047,Submitted
A002048,Under Review
A002049,Submitted
A002050,Under Review
A002051,Pending
A002052,Under Review
A002053,Under Review
A002054,Under Review
A002055,Submitted
A002056,Submitted
A002057,Pending
A002058,Pending
A002059,Pending
A002060,Submitted
A002061,Pending
A002062,Pending
A002063,Submitted
A002064,Under Review
A002065,Pending
A002066,Pending
A002067,Submitted
A002068,Submitted
A002069,Pending
A002070,Under Review
A002071,Under Review
A002072,Pending
A002073,Under Review
A002074,Under Review
A002075,Under Review
A002076,Submitted
A002077,Pending
A002078,Submitted
A002079,Submitted
A002080,Under Review
A002081,Under Review
A002082,Under Review
A002083,Pending
A002084,Submitted
A002085,Under Review
A002086,Under Review
A002087,Under Review
A002088,Under Review
A002089,Pending
A002090,Submitted
A002091,Submitted
A002092,Submitted
A002093,Under Review
A002094,Under Review
A002095,Pending
A002096,Pending
A002097,Submitted
A002098,Under Review
A002099,Pending
A002100,Submitted
A002101,Under Review
A002102,Submitted
A002103,Pending
A002104,Pending
A002105,Submitted
A002106,Pending
A002107,Under Review
A002108,Under Review
A002109,Under Review
A002110,Pending
A002111,Submitted
A002112,Submitted
A002113,Under Review
A002114,Under Review
A002115,Pending
A002116,Submitted
A002117,Under Review
A002118,Under Review
A002119,Pending
A002120,Pending
A002121,Submitted
A002122,Pending
A002123,Pending
A002124,Pending
A002125,Pending
A002126,Pending
A002127,Pending
A002128,Under Review
A002129,Submitted
A002130,Submitted
A002131,Pending
A002132,Pending
A002133,Under Review
A002134,Submitted
A002135,Under Review
A002136,Submitted
A002137,Pending
A002138,Pending
A002139,Under Review
A002140,Pending
A002141,Pending
A002142,Submitted
A002143,Pending
A002144,Submitted
A002145,Pending
A002146,Pending
A002147,Pending
A002148,Submitted
A002149,Under Review
A002150,Pending
A002151,Pending
A002152,Pending
A002153,Pending
A002154,Under Review
A002155,Submitted
A002156,Under Review
A002157,Submitted
A002158,Pending
A002159,Under Review
A002160,Submitted
A002161,Pending
A002162,Pending
A002163,Under Review
A002164,Submitted
A002165,Submitted
A002166,Submitted
A002167,Under Review
A002168,Submitted
A002169,Submitted
A002170,Pending
A002171,Pending
A002172,Submitted
A002173,Under Review
A002174,Submitted
A002175,Submitted
A002176,Under Review
A002177,Pending
A002178,Under Review
A002179,Submitted
A002180,Under Review
A002181,Under Review
A002182,Submitted
A002183,Pending
A002184,Pending
A002185,Submitted
A002186,Under Review
A002187,Submitted
A002188,Pending
A002189,Under Review
A002190,Submitted
A002191,Pending
A002192,Pending
A002193,Pending
A002194,Under Review
A002195,Submitted
A002196,Pending
A002197,Submitted
A002198,Submitted
A002199,Under Review
A002200,Pending
A002201,Submitted
A002202,Under Review
A002203,Under Review
A002204,Under Review
A002205,Submitted
A002206,Pending
A002207,Pending
A002208,Submitted
A002209,Submitted
A002210,Submitted
A002211,Submitted
A002212,Pending
A002213,Submitted
A002214,Submitted
A002215,Submitted
A002216,Pending
A002217,Under Review
A002218,Under Review
A002219,Pending
A002220,Pending
A002221,Pending
A002222,Submitted
A002223,Submitted
A002224,Submitted
A002225,Pending
A002226,Under Review
A002227,Submitted
A002228,Submitted
A002229,Pending
A002230,Under Review
A002231,Submitted
A002232,Pending
A002233,Submitted
A002234,Submitted
A002235,Pending
A002236,Pending
A002237,Under Review
A002238,Submitted
A002239,Submitted
A002240,Pending
A002241,Submitted
A002242,Pending
A002243,Submitted
A002244,Submitted
A002245,Submitted
A002246,Under Review
A002247,Submitted
A002248,Under Review
A002249,Under Review
A002250,Submitted
A002251,Submitted
A002252,Submitted
A002253,Pending
A002254,Under Review
A002255,Pending
A002256,Submitted
A002257,Pending
A002258,Pending
A002259,Submitted
A002260,Pending
A002261,Submitted
A002262,Pending
A002263,Submitted
A002264,Submitted
A002265,Submitted
A002266,Pending
A002267,Under Review
A002268,Submitted
A002269,Submitted
A002270,Pending
A002271,Pending
A002272,Under Review
A002273,Submitted
A002274,Under Review
A002275,Under Review
A002276,Pending
A002277,Under Review
A002278,Under Review
A002279,Submitted
A002280,Submitted
A002281,Pending
A002282,Pending
A002283,Submitted
A002284,Pending
A002285,Submitted
A002286,Submitted
A002287,Under Review
A002288,Pending
A002289,Under Review
A002290,Pending
A002291,Submitted
A002292,Submitted
A002293,Under Review
A002294,Pending
A002295,Pending
A002296,Under Review
A002297,Submitted
A002298,Submitted
A002299,Under Review
A002300,Pending
A002301,Submitted
A002302,Under Review
A002303,Submitted
A002304,Pending
A002305,Pending
A002306,Submitted
A002307,Pending
A002308,Pending
A002309,Pending
A002310,Pending
A002311,Pending
A002312,Under Review
A002313,Pending
A002314,Pending
A002315,Pending
A002316,Submitted
A002317,Under Review
A002318,Under Review
A002319,Submitted
A002320,Submitted
A002321,Under Review
A002322,Under Review
A002323,Submitted
A002324,Submitted
A002325,Pending
A002326,Submitted
A002327,Submitted
A002328,Pending
A002329,Under Review
A002330,Under Review
A002331,Submitted
A002332,Pending
A002333,Pending
A002334,Submitted
A002335,Submitted
A002336,Under Review
A002337,Under Review
